view_count	title_talk	categories	duration_talk	like_count	dislike_count	average_rating	talkid	rownr	film_date	published_date	comments	description	duration_vid	event	main_speaker	name	num_speaker	speaker_occupation	title_vid	views
20695	Inge Missmahl brings peace to the minds of Afghanistan	['Nonprofits & Activism']	830	193	14	4.72946882248	Jc2F3-nawnI	779	1279152000	1285748640	68	When Jungian analyst Inge Missmahl visited Afghanistan, she saw the inner wounds of war -- widespread despair, trauma and depression. And yet, in this county of 30 million people, there were only two dozen psychiatrists. Missmahl talks about her work helping to build the country's system of psychosocial counseling, promoting both individual and, perhaps, national healing.	641	TEDGlobal 2010	Inge Missmahl	Inge Missmahl: Bringing peace to the minds of Afghanistan	1	Analytical psychologist	Bringing peace to the minds of Afghanistan	343349
129968	Edith Widder: The weird and wonderful world of bioluminescence	['Science & Technology']	766	1155	17	4.94197940826	IDkSDPgrtjs	939	1299110400	1305818400	95	In the deep, dark ocean, many sea creatures make their own light for hunting, mating and self-defense. Bioluminescence expert Edith Widder was one of the first to film this glimmering world. At TED2011, she brings some of her glowing friends onstage, and shows more astonishing footage of glowing undersea life.	765	TED2011	Edith Widder	Edith Widder: The weird, wonderful world of bioluminescence	1	Marine biologist	The weird, wonderful world of bioluminescence	1215549
46844	Jacqueline Novogratz on an escape from poverty	['Nonprofits & Activism']	451	325	42	4.54223442078	oD06XPtmLZY	411	1233532800	1237856400	119	Jacqueline Novogratz tells a moving story of  an encounter in a Nairobi slum with Jane, a former prostitute, whose dreams of escaping poverty, of becoming a doctor and of getting married were fulfilled in an unexpected way.	450	TED2009	Jacqueline Novogratz	Jacqueline Novogratz: An escape from poverty	1	Investor and advocate for moral leadership	An escape from poverty	943565
281435	Math class needs a makeover | Dan Meyer	['Science & Technology']	948	3019	47	4.93868255615	NWUFjb8w9Ps	684	1267833600	1273738980	454	Today's math curriculum is teaching students to expect -- and excel at -- paint-by-numbers classwork, robbing kids of a skill more important than solving problems: formulating them. Dan Meyer shows classroom-tested math exercises that prompt students to stop and think.	699	TEDxNYED	Dan Meyer	Dan Meyer: Math class needs a makeover	1	Educator	Math class needs a makeover	2465179
192313	"Craig Venter unveils ""synthetic life"""	['Science & Technology']	1098	2468	106	4.83527565002	QHIocNOHd7A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
50511	Danielle de Niese: A flirtatious aria	['Music']	355	389	262	3.39016890526	Nx02V8GBKUs	1026	1310428800	1317394229	117	"Can opera be ever-so-slightly sexy? The glorious soprano Danielle de Niese shows how, singing the flirty ""Meine Lippen, sie küssen so heiss."" Which, translated, means, as you might guess: ""I kiss so hot."" From Giuditta by Frans Lehár; accompanist: Ingrid Surgenor."	355	TEDGlobal 2011	Danielle de Niese	Danielle de Niese: A flirtatious aria	1	Soprano	A flirtatious aria	787092
50557	Philip Howard: Four ways to fix a broken legal system	['Nonprofits & Activism']	1135	929	46	4.8112821579	IWdzrZdRa38	620	1266019200	1266743700	277	The land of the free has become a legal minefield, says Philip K. Howard -- especially for teachers and doctors, whose work has been paralyzed by fear of suits. What's the answer? A lawyer himself, Howard has four propositions for simplifying US law.	1101	TED2010	Philip K. Howard	Philip K. Howard: Four ways to fix a broken legal system	1	Legal activist	Four ways to fix a broken legal system	610454
981094	Why you should define your fears instead of your goals | Tim Ferriss	['People & Blogs']	802	31905	513	4.9367017746	5J6jAC6XxAI	2472	1492992000	1497279842	55	"The hard choices -- what we most fear doing, asking, saying -- are very often exactly what we need to do. How can we overcome self-paralysis and take action? Tim Ferriss encourages us to fully envision and write down our fears in detail, in a simple but powerful exercise he calls ""fear-setting."" Learn more about how this practice can help you thrive in high-stress environments and separate what you can control from what you cannot."	801	TED2017	Tim Ferriss	Tim Ferriss: Why you should define your fears instead of your goals	1	Investor, human guinea pig, author	Why you should define your fears instead of your goals	3183828
35683	Dennis vanEngelsdorp: Where have the bees gone?	['Pets & Animals']	988	331	16	4.81556177139	3GXlvP4kLHg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1751099	Close-up card magic with a twist | Lennart Green	['Entertainment']	1900	14380	359	4.90257120132	1_oa8m5Oq00	276	1107302400	1219194000	109	"Like your uncle at a family party, the rumpled Swedish doctor Lennart Green says, ""Pick a card, any card."" But what he does with those cards is pure magic -- flabbergasting, lightning-fast, how-does-he-do-it? magic."	1868	TED2005	Lennart Green	Lennart Green: Close-up card magic with a twist	1	Close-up card magician	Close-up card magic with a twist	4204848
350079	Joshua Klein: The intelligence of crows	['Science & Technology']	693	3540	56	4.93770837784	bXQAgzfwuNQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861625	The psychology of evil | Philip Zimbardo	['Education']	1391	21021	606	4.88791799545	OsFEV35tWsg	298	1201910400	1222131600	383	Philip Zimbardo knows how easy it is for nice people to turn bad. In this talk, he shares insights and graphic unseen photos from the Abu Ghraib trials. Then he talks about the flip side: how easy it is to be a hero, and how we can rise to the challenge.	1396	TED2008	Philip Zimbardo	Philip Zimbardo: The psychology of evil	1	Psychologist	The psychology of evil	5842377
627112	How to make hard choices | Ruth Chang	['Howto & Style']	882	8459	441	4.80179786682	8GQZuzIdeQQ	1769	1400112000	1403103639	397	Here's a talk that could literally change your life. Which career should I pursue? Should I break up -- or get married?! Where should I live? Big decisions like these can be agonizingly difficult.  But that's because we think about them the wrong way, says philosopher Ruth Chang. She offers a powerful new framework for shaping who we truly are.	881	TEDSalon NY2014	Ruth Chang	Ruth Chang: How to make hard choices	1	Philosopher	How to make hard choices	4933802
61947	Dan Barasch: A park underneath the hustle and bustle of New York City	['Science & Technology']	382	791	25	4.87745094299	nLecuOcB3dA	1817	1404864000	1410360940	38	Dan Barasch and James Ramsey have a crazy plan — to create a park, filled with greenery, underneath New York City. The two are developing the Lowline, an underground greenspace the size of a football field. They're building it in a trolley terminal abandoned in 1948, using technology that harvests sunlight above-ground and directs it down below. It's a park that can thrive, even in winter.	377	TED@NYC	Dan Barasch	Dan Barasch: A park underneath the hustle and bustle of New York City	1	Strategist	A park underneath the hustle and bustle of New York City	862238
137256	Jill Tarter: Why the search for alien intelligence matters	['Science & Technology']	1283	1413	111	4.70866155624	EszGIvRdgTE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
36779	Liz Diller: A giant bubble for debate	['People & Blogs']	727	326	408	2.77656674385	8OnsjVdEuRk	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
42353	Seth Shostak: ET is (probably) out there — get ready	['Science & Technology']	1117	499	17	4.86821699142	-cvI1jKxlTM	1249	1334361600	1338645298	245	SETI researcher Seth Shostak bets that we will find extraterrestrial life in the next twenty-four years, or he'll buy you a cup of coffee. He explains why new technologies and the laws of probability make the breakthrough so likely -- and predicts how the discovery of civilizations far more advanced than ours might affect us here on Earth.	1120	TEDxSanJoseCA	Seth Shostak	Seth Shostak: ET is (probably) out there -- get ready	1	Astronomer	ET is (probably) out there -- get ready	832407
112552	Joseph Pine: What consumers want	['Howto & Style']	860	636	53	4.6923074722300004	2RD0OZCyJCk	368	1078012800	1231981200	89	"Customers want to feel what they buy is authentic, but ""Mass Customization"" author Joseph Pine says selling authenticity is tough because, well, there's no such thing. He talks about a few experiences that may be artificial but make millions anyway."	859	TED2004	Joseph Pine	Joseph Pine: What consumers want	1	Writer	What consumers want	930647
109921	Jinha Lee: Reach into the computer and grab a pixel	['Science & Technology']	308	2963	70	4.90768194199	rJ33ixP9QG0	1539	1361923200	1372863675	206	The border between our physical world and the digital information surrounding us has been getting thinner and thinner. Designer and engineer Jinha Lee wants to dissolve it altogether. As he demonstrates in this short, gasp-inducing talk, his ideas include a pen that penetrates into a screen to draw 3D models and SpaceTop, a computer desktop prototype that lets you reach through the screen to manipulate digital objects.	307	TED2013	Jinha Lee	Jinha Lee: Reach into the computer and grab a pixel	1	Interface designer, engineer	Reach into the computer and grab a pixel	1772635
94321	Clay Shirky: Institutions vs. collaboration	['Science & Technology']	1246	736	14	4.92533349991	sPQViNNOAkw	256	1120176000	1215671400	64	In this prescient 2005 talk, Clay Shirky shows how closed groups and companies will give way to looser networks where small contributors have big roles and fluid cooperation replaces rigid planning.	1246	TEDGlobal 2005	Clay Shirky	Clay Shirky: Institutions vs. collaboration	1	Social Media Theorist	Institutions vs. collaboration	1097533
729312	One woman, eight hilarious characters | Sarah Jones	['Entertainment']	1260	7352	258	4.86438894272	sucza6EOIf0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
287048	How to find a wonderful idea | OK Go	['Music']	1056	8581	143	4.93443393707	WyOSqjIABe0	2460	1492992000	1495810167	27	"Where does OK Go come up with ideas like dancing in zero gravity, performing in ultra slow motion or constructing a warehouse-sized Rube Goldberg machine for their music videos? In between live performances of ""This Too Shall Pass"" and ""The One Moment,"" lead singer and director Damian Kulash takes us inside the band's creative process, showing us how to look for wonder and surprise."	1055	TED2017	OK Go	OK Go: How to find a wonderful idea	1	Band	How to find a wonderful idea	1493866
827676	Hans Rosling: Global population growth, box by box	['News & Politics']	616	5860	220	4.85526323318	fTznEIZRkLg	726	1277078400	1278663300	607	The world's population will grow to 9 billion over the next 50 years -- and only by raising the living standards of the poorest can we check population growth. This is the paradoxical answer that Hans Rosling unveils at TED@Cannes using colorful new data display technology (you'll see).	604	TED@Cannes	Hans Rosling	Hans Rosling: Global population growth, box by box	1	Global health expert; data visionary	Global population growth, box by box	2934262
61354	Lian Pin Koh: A drone's-eye view of conservation	['Science & Technology']	811	931	24	4.89947652817	FIrgjCNcDBI	1626	1370908800	1384790400	138	Ecologist Lian Pin Koh makes a persuasive case for using drones to protect the world's forests and wildlife. These lightweight autonomous flying vehicles can track animals in their natural habitat, monitor the health of rainforests, even combat crime by detecting poachers via thermal imaging. Added bonus? They're also entirely affordable.	810	TEDGlobal 2013	Lian Pin Koh	Lian Pin Koh: A drone's-eye view of conservation	1	Drones ecologist	A drone's-eye view of conservation	599368
33184	Jessica Green: Are we filtering the wrong microbes?	['Science & Technology']	325	370	42	4.592233181	7JsNH7A4qM0	994	1310601600	1312468436	75	Should we keep the outdoors out of hospitals? Ecologist and TED Fellow Jessica Green has found that mechanical ventilation does get rid of many types of microbes, but the wrong kinds: the ones left in the hospital are much more likely to be pathogens.	325	TEDGlobal 2011	Jessica Green	Jessica Green: Are we filtering the wrong microbes?	1	Engineer and biodiversity scientist	Are we filtering the wrong microbes?	551041
110647	Lee Mokobe: A powerful poem about what it feels like to be transgender	['People & Blogs']	261	3966	453	4.58995246887	S8DwxjDrNNM	1995	1432771200	1434122070	59	"""I was the mystery of an anatomy, a question asked but not answered,"" says poet Lee Mokobe, a TED Fellow, in this gripping and poetic exploration of identity and transition. It's a thoughtful reflection on bodies, and the meanings poured into them."	261	TEDWomen 2015	Lee Mokobe	Lee Mokobe: A powerful poem about what it feels like to be transgender	1	Poet	A powerful poem about what it feels like to be transgender	1175629
44115	Roger Stein: A bold new way to fund drug research	['Science & Technology']	669	729	22	4.88282299042	9H38oQBw2HU	1653	1383696000	1389110427	158	Believe it or not, about 20 years' worth of potentially life-saving drugs are sitting in labs right now, untested. Why? Because they can't get the funding to go to trials; the financial risk is too high. Roger Stein is a finance guy, and he thinks deeply about mitigating risk. He and some colleagues at MIT came up with a promising new financial model that could move hundreds of drugs into the testing pipeline.	669	TED@State Street Boston	Roger Stein	Roger Stein: A bold new way to fund drug research	1	Financial management expert	A bold new way to fund drug research	904210
234990	Why our screens make us less happy | Adam Alter	['People & Blogs']	570	8750	241	4.89278173447	0K5OO2ybueM	2487	1492992000	1500044323	29	What are our screens and devices doing to us? Psychologist Adam Alter studies how much time screens steal from us and how they're getting away with it. He shares why all those hours you spend staring at your smartphone, tablet or computer might be making you miserable -- and what you can do about it.	569	TED2017	Adam Alter	Adam Alter: Why our screens make us less happy	1	Psychologist	Why our screens make us less happy	1858990
1289448	Underwater astonishments | David Gallo	['Science & Technology']	361	10373	165	4.93736934662	YVvn8dpSAt0	176	1172880000	1200011280	554	David Gallo shows jaw-dropping footage of amazing sea creatures, including a color-shifting cuttlefish, a perfectly camouflaged octopus, and a Times Square's worth of neon light displays from fish who live in the blackest depths of the ocean. This short talk celebrates the pioneering work of ocean explorers like Edith Widder and Roger Hanlon.	327	TED2007	David Gallo	David Gallo: Underwater astonishments	1	Oceanographer	Underwater astonishments	13926113
77605	How radio telescopes show us unseen galaxies | Natasha Hurley-Walker	['Science & Technology']	925	3020	50	4.93485355377	nFEgRt2EH1g	2432	1476403200	1492527759	30	Our universe is strange, wonderful and vast, says astronomer Natasha Hurley-Walker. A spaceship can't carry you into its depths (yet) -- but a radio telescope can. In this mesmerizing talk, Hurley-Walker shows how she probes the mysteries of the universe using special technology that reveals light spectrums we can't see.	925	TEDxPerth	Natasha Hurley-Walker	Natasha Hurley-Walker: How radio telescopes show us unseen galaxies	1	Astronomer	How radio telescopes show us unseen galaxies	970115
45525	Evgeny Morozov: How the Internet strengthens dictatorships	['News & Politics']	710	523	65	4.55782318115	-hFk6FDrZBc	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1340140	Why the universe seems so strange | Richard Dawkins	['Science & Technology']	1362	14076	541	4.85195302963	1APOxsp1VFw	26	1120694400	1158019860	507	"Biologist Richard Dawkins makes a case for ""thinking the improbable"" by looking at how the human frame of reference limits our understanding of the universe."	1316	TEDGlobal 2005	Richard Dawkins	Richard Dawkins: Why the universe seems so strange	1	Evolutionary biologist	Why the universe seems so strange	2885999
67907	Joel Levine: Why we need to go back to Mars	['Science & Technology']	1002	900	39	4.83386564255	MLU7qcMYKO8	647	1258675200	1269507540	180	Planetary scientist Joel Levine shows some intriguing -- and puzzling -- new discoveries about Mars: craters full of ice, traces of ancient oceans, and compelling hints at the presence, sometime in the past, of life. He makes the case for going back to Mars to find out more.	974	TEDxNASA	Joel Levine	Joel Levine: Why we need to go back to Mars	1	Planetary and atmospheric scientist	Why we need to go back to Mars	622046
42025	George Whitesides: Toward a science of simplicity	['Science & Technology']	1146	487	103	4.30169487	whjLZogf9e0	674	1266019200	1272472440	79	Simplicity: We know it when we see it -- but what is it, exactly? In this funny, philosophical talk, George Whitesides chisels out an answer.	1115	TED2010	George Whitesides	George Whitesides: Toward a science of simplicity	1	Chemist	Toward a science of simplicity	619489
294177	The beauty of being a misfit | Lidia Yuknavitch	['People & Blogs']	779	7975	239	4.88361310959	9AgCr2tTvng	2211	1455753600	1464015495	372	"To those who feel like they don't belong: there is beauty in being a misfit. Author Lidia Yuknavitch shares her own wayward journey in an intimate recollection of patchwork stories about loss, shame and the slow process of self-acceptance. ""Even at the moment of your failure, you are beautiful,"" she says. ""You don't know it yet, but you have the ability to reinvent yourself endlessly. That's your beauty."""	778	TED2016	Lidia Yuknavitch	Lidia Yuknavitch: The beauty of being a misfit	1	Author	The beauty of being a misfit	2190919
23454	Stefan Wolff: The path to ending ethnic conflicts	['Nonprofits & Activism']	1304	159	46	4.1024389267	UfM7t_oqNDw	808	1279152000	1289314740	74	Civil wars and ethnic conflicts have brought the world incredible suffering, but Stefan Wolff's figures show that, in the last 20 years, their number has steadily decreased. He extracts critical lessons from Northern Ireland, Liberia, Timor and more to show that leadership, diplomacy and institutional design are our three most effective weapons in waging peace.	1055	TEDGlobal 2010	Stefan Wolff	Stefan Wolff: The path to ending ethnic conflicts	1	Ethnic conflicts scholar	The path to ending ethnic conflicts	307628
30425	Eva Vertes: My dream about the future of medicine	['Science & Technology']	1175	244	23	4.65543079376	z42lVW3z1_w	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
88658	Patricia Ryan: Don't insist on English!	['Science & Technology']	635	1203	158	4.53563547134	tFX68SJs2-0	898	1291420800	1301322660	353	Patricia Ryan is a longtime English teacher who asks a provocative question: Is the world's focus on English preventing the spread of great ideas in other languages? In other words: What if Einstein had to pass the TOEFL? It's a passionate defense of translating and sharing ideas.	635	TEDxDubai	Patricia Ryan	Patricia Ryan: Don't insist on English!	1	Language teacher	Don't insist on English!	1624741
78171	Charles Robertson: Africa's next boom	['News & Politics']	814	844	107	4.54994726181	2K-P7Hv_Zwg	1607	1371081600	1382454693	207	The past decade has seen slow and steady economic growth across the continent of Africa. But economist Charles Robertson has a bold thesis: Africa's about to boom. He talks through a few of the indicators -- from rising education levels to expanded global investment (and not just from China) -- that lead him to predict rapid growth for a billion people, sooner than you may think.	693	TEDGlobal 2013	Charles Robertson	Charles Robertson: Africa's next boom	1	Emerging-markets economist	Africa's next boom	1204089
496557	Does money make you mean? | Paul Piff	['People & Blogs']	995	5839	270	4.82321166992	bJ8Kq1wucsk	1648	1380672000	1387555222	782	It's amazing what a rigged game of Monopoly can reveal. In this entertaining but sobering talk, social psychologist Paul Piff shares his research into how people behave when they feel wealthy. (Hint: badly.) But while the problem of inequality is a complex and daunting challenge, there's good news too.	995	TEDxMarin	Paul Piff	Paul Piff: Does money make you mean?	1	Social psychologist	Does money make you mean?	3213217
88473	The moral bias behind your search results | Andreas Ekström	['Science & Technology']	559	2319	79	4.86822366714	_vBggxCNNno	2083	1422489600	1447173342	57	Search engines have become our most trusted sources of information and arbiters of truth. But can we ever get an unbiased search result? Swedish author and journalist Andreas Ekström argues that such a thing is a philosophical impossibility. In this thoughtful talk, he calls on us to strengthen the bonds between technology and the humanities, and he reminds us that behind every algorithm is a set of personal beliefs that no code can ever completely eradicate.	558	TEDxOslo	Andreas Ekström	Andreas Ekström: The moral bias behind your search results	1	Author and journalist	The moral bias behind your search results	1396735
1499806	Secrets of success in 8 words, 3 minutes | Richard St. John	['Howto & Style']	226	10893	200	4.92788267136	Y6bbMQXQ180	47	1109116800	1166055060	578	Why do people succeed? Is it because they're smart? Or are they just lucky? Neither. Analyst Richard St. John condenses years of interviews into an unmissable 3-minute slideshow on the real secrets of success.	210	TED2005	Richard St. John	Richard St. John: 8 secrets of success	1	Marketer, success analyst	8 secrets of success	10841210
111273	Mick Cornett: How an obese town lost a million pounds	['Travel & Events']	916	1649	37	4.91221809387	raCIUeGUr3s	1650	1365379200	1388679718	99	Oklahoma City is a midsized town that had a big problem: It was among the most obese towns in America. Mayor Mick Cornett realized that, to make his city a great place to work and live, it had to become healthier too. In this charming talk, he walks us through the interlocking changes that helped OKC drop a collective million pounds (450,000 kilos).	915	TEDMED 2013	Mick Cornett	Mick Cornett: How an obese town lost a million pounds	1	Mayor	How an obese town lost a million pounds	1514912
264300	See invisible motion, hear silent sounds. Cool? Creepy? We can't decide | Michael Rubinstein	['Science & Technology']	803	5239	37	4.9719486236599995	fHfhorJnAEI	1889	1415836800	1419352274	102	Meet the “motion microscope,” a video-processing tool that plays up tiny changes in motion and color impossible to see with the naked eye. Video researcher Michael Rubinstein plays us clip after jaw-dropping clip showing how this tech can track an individual’s pulse and heartbeat simply from a piece of footage. Watch him re-create a conversation by amplifying the movements from sound waves bouncing off a bag of chips. The wow-inspiring and sinister applications of this tech you have to see to believe.	798	TEDxBeaconStreet	Michael Rubinstein	Michael Rubinstein: See invisible motion, hear silent sounds	1	Research scientist, Google	See invisible motion, hear silent sounds	1948196
73035	Norman Foster: Building on the green agenda	['Science & Technology']	1925	248	19	4.71535587311	jNgkEGs1l4A	206	1167609600	1206322560	67	"Architect Norman Foster discusses his own work to show how computers can help architects design buildings that are green, beautiful and ""basically pollution-free."" From the 2007 DLD Conference, Munich; www.dld-conference.com"	1917	DLD 2007	Norman Foster	Norman Foster: My green agenda for architecture	1	Architect	My green agenda for architecture	763815
41730	Saul Griffith: High-altitude wind energy from kites!	['Science & Technology']	388	358	18	4.80851078033	LguEk06Wb-U	410	1233878400	1237770000	115	In this brief talk, Saul Griffith unveils the invention his new company Makani Power has been working on: giant kite turbines that create surprising amounts of clean, renewable energy.	325	TED2009	Saul Griffith	Saul Griffith: High-altitude wind energy from kites!	1	Inventor	High-altitude wind energy from kites!	630431
252954	John Hunter: Teaching with the World Peace Game	['Science & Technology']	1228	3172	76	4.9064040184	0_UTgoPUTLQ	917	1299196800	1303310280	290	John Hunter puts all the problems of the world on a 4'x5' plywood board -- and lets his 4th-graders solve them. At TED2011, he explains how his World Peace Game engages schoolkids, and why the complex lessons it teaches -- spontaneous, and always surprising -- go further than classroom lectures can.	1190	TED2011	John Hunter	John Hunter: Teaching with the World Peace Game	1	Educator	Teaching with the World Peace Game	1394203
88187	A boat carrying 500 refugees sunk at sea. The story of two survivors | Melissa Fleming	['Nonprofits & Activism']	1155	1938	395	4.32276058197	B12syeJflbQ	2078	1432339200	1446567911	70	Aboard an overloaded ship carrying more than 500 refugees, a young woman becomes an unlikely hero. This single, powerful story, told by Melissa Fleming of the UN's refugee agency, gives a human face to the sheer numbers of human beings trying to escape to better lives ... as the refugee ships keep coming ...	1155	TEDxThessaloniki	Melissa Fleming	Melissa Fleming: A boat carrying 500 refugees sunk at sea. The story of two survivors	1	Voice for refugees	A boat carrying 500 refugees sunk at sea. The story of two survivors	1502400
206468	Jamil Abu-Wardeh: The Axis of Evil Middle East Comedy Tour	['Comedy']	555	1200	71	4.77655410767	GqnJFm1C-3c	746	1279152000	1282206180	99	"Jamil Abu-Wardeh jump-started the comedy scene in the Arab world by founding the Axis of Evil Middle East Comedy Tour, which brings standup comedians to laughing audiences all over the region. He's found that, by respecting the ""three B's"" (blue material, beliefs and ""bolitics""), the Axis of Evil comics find plenty of cross-border laughs."	539	TEDGlobal 2010	Jamil Abu-Wardeh	Jamil Abu-Wardeh: The Axis of Evil Middle East Comedy Tour	1	Producer	The Axis of Evil Middle East Comedy Tour	799855
219898	Sheryl Sandberg: So we leaned in ... now what?	['People & Blogs']	1016	1673	475	4.11545610428	YraU52j3y8s	1659	1386201600	1389801677	157	Sheryl Sandberg admits she was terrified to step onto the TED stage in 2010 -- because she was going to talk, for the first time, about the lonely experience of being a woman in the top tiers of business. Millions of views (and a best-selling book) later, the Facebook COO talks with the woman who pushed her to give that first talk, Pat Mitchell. Sandberg opens up about the reaction to her idea, and explores the ways that women still struggle with success.	1016	TEDWomen 2013	Sheryl Sandberg	Sheryl Sandberg: So we leaned in ... now what?	1	COO, Facebook	So we leaned in ... now what?	2133100
9969	"Rachelle Garniez and Thomas Dolby:  ""La Vie en Rose"""	['Music']	201	130	8	4.76811599731	OmczrIUzL7A	98	1075680000	1176701700	39	"Featuring the vocals and mischievous bell-playing of accordionist and singer Rachelle Garniez, the TED House Band -- led by Thomas Dolby on keyboard -- delivers this delightful rendition of the Edith Piaf standard ""La Vie en Rose."""	201	TED2004	Rachelle Garniez	"Rachelle Garniez: ""La Vie en Rose"""	2	Musician	"""La Vie en Rose"""	443180
102886	Paddy Ashdown: The global power shift	['News & Politics']	1110	1450	246	4.41981124878	zuAj2F54bdo	1102	1325030400	1325779494	270	Paddy Ashdown believes we are living in a moment in history where power is changing in ways it never has before. In a spellbinding talk he outlines the three major global shifts that he sees coming.	1109	TEDxBrussels	Paddy Ashdown	Paddy Ashdown: The global power shift	1	Diplomat	The global power shift	986648
71468	Mina Bissell: Experiments that point to a new understanding of cancer	['Science & Technology']	978	1426	28	4.92297124863	xukDIWFMU9Y	1288	1340928000	1342451934	197	For decades, researcher Mina Bissell pursued a revolutionary idea -- that a cancer cell doesn't automatically become a tumor, but rather, depends on surrounding cells (its microenvironment) for cues on how to develop. She shares the two key experiments that proved the prevailing wisdom about cancer growth was wrong.	978	TEDGlobal 2012	Mina Bissell	Mina Bissell: Experiments that point to a new understanding of cancer	1	Cancer Researcher	Experiments that point to a new understanding of cancer	990712
322715	Itay Talgam: Lead like the great conductors	['Howto & Style']	1404	2101	50	4.90702009201	R9g3Q-qvtss	540	1248393600	1256086800	207	An orchestra conductor faces the ultimate leadership challenge: creating perfect harmony without saying a word. In this charming talk, Itay Talgam demonstrates the unique styles of six great 20th-century conductors, illustrating crucial lessons for all leaders.	1251	TEDGlobal 2009	Itay Talgam	Itay Talgam: Lead like the great conductors	1	Conductor and leadership expert	Lead like the great conductors	2890058
51096	Mohamed Hijri: A simple solution to the coming phosphorus crisis	['Science & Technology']	821	880	56	4.76068353653	D1xT2tevnIs	1612	1380758400	1383058948	130	There's a farming crisis no one is talking about: The world is running out of phosphorus, an essential element that's a key component of DNA and the basis of cellular communication. As biologist Mohamed Hijri shows, all roads of this crisis lead back to how we farm -- with chemical fertilizers chock-full of the element, which plants are not efficient at absorbing. One solution? A microscopic mushroom ...	821	TEDxUdeM	Mohamed Hijri	Mohamed Hijri: A simple solution to the coming phosphorus crisis	1	Biologist	A simple solution to the coming phosphorus crisis	618471
61090	Gabriel Barcia-Colombo: My DNA vending machine	['Science & Technology']	296	443	358	3.21223473549	13rqtiAPISY	1693	1376870400	1394121683	64	Vending machines generally offer up sodas, candy bars and chips. Not so for the one created by TED Fellow Gabe Barcia-Colombo. This artist has dreamed up a DNA Vending Machine, which dispenses extracted human DNA, packaged in a vial along with a collectible photo of the person who gave it. It’s charming and quirky, but points out larger ethical issues that will arise as access to biotechnology increases.	296	TED Fellows Retreat 2013	Gabe Barcia-Colombo	Gabe Barcia-Colombo: My DNA vending machine	1	Video sculptor	My DNA vending machine	795097
227628	Chris Anderson: How YouTube is driving innovation	['Science & Technology']	1322	1381	67	4.81491708755	X6Zo53M0lcY	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
140863	The passing of time, caught in a single photo | Stephen Wilkes	['People & Blogs']	757	4319	268	4.76629590988	afev0ZjAhUA	2219	1455840000	1464965497	60	Photographer Stephen Wilkes crafts stunning compositions of landscapes as they transition from day to night, exploring the space-time continuum within a two-dimensional still photograph. Journey with him to iconic locations like the Tournelle Bridge in Paris, El Capitan in Yosemite National Park and a life-giving watering hole in heart of the Serengeti in this tour of his art and process.	756	TED2016	Stephen Wilkes	Stephen Wilkes: The passing of time, caught in a single photo	1	Narrative photographer	The passing of time, caught in a single photo	1588740
61422	Asha de Vos: Why you should care about whale poo	['Science & Technology']	349	860	37	4.83500576019	sW9sr2_Z5kk	1890	1412553600	1420473578	31	Whales have a surprising and important job, says marine biologist Asha de Vos: these massive creatures are ecosystem engineers, keeping the oceans healthy and stable by ... well, by pooping, for a start. Learn from de Vos, a TED Fellow, about the undervalued work that whales do to help maintain the stability and health of our seas -- and our planet.	345	TEDGlobal 2014	Asha de Vos	Asha de Vos: Why you should care about whale poo	1	Protector of whales	Why you should care about whale poo	1266639
97987	A Warrior’s Cry Against Child Marriage | Memory Banda | TED Talks	['Nonprofits & Activism']	758	1969	52	4.89708042145	xkFTZcUPjBg	2010	1432857600	1436281566	59	Memory Banda’s life took a divergent path from her sister’s. When her sister reached puberty, she was sent to a traditional “initiation camp” that teaches girls “how to sexually please a man.” She got pregnant there — at age 11. Banda, however, refused to go. Instead, she organized others and asked her community’s leader to issue a bylaw that no girl should be forced to marry before turning 18. She pushed on to the national level … with incredible results for girls across Malawi.	758	TEDWomen 2015	Memory Banda	Memory Banda: A warrior’s cry against child marriage	1	Activist	A warrior’s cry against child marriage	1241223
85686	How I Stopped the Taliban from Shutting Down My School | Sakena Yacoobi | TED Talks	['Education']	1024	3142	53	4.93364620209	fCKNScHMBGE	2049	1432771200	1442850150	77	When the Taliban closed all the girls' schools in Afghanistan, Sakena Yacoobi set up new schools, in secret, educating thousands of women and men. In this fierce, funny talk, she tells the jaw-dropping story of two times when she was threatened to stop teaching -- and shares her vision for rebuilding her beloved country.	1023	TEDWomen 2015	Sakena Yacoobi	Sakena Yacoobi: How I stopped the Taliban from shutting down my school	1	Education activist	How I stopped the Taliban from shutting down my school	1371548
