id	name	count	talkid
2	'Confusing'	42	39rIebbXshA
21	'Unconvincing'	30	39rIebbXshA
26	'Obnoxious'	14	39rIebbXshA
7	'Funny'	604	xF7cHmyEJ-c
3	'Courageous'	62	xF7cHmyEJ-c
26	'Obnoxious'	236	xF7cHmyEJ-c
25	'OK'	166	xF7cHmyEJ-c
21	'Unconvincing'	76	xF7cHmyEJ-c
2	'Confusing'	18	xF7cHmyEJ-c
11	'Longwinded'	46	xF7cHmyEJ-c
23	'Jaw-dropping'	18	xF7cHmyEJ-c
9	'Ingenious'	91	xF7cHmyEJ-c
22	'Fascinating'	24	xF7cHmyEJ-c
1	'Beautiful'	35	xF7cHmyEJ-c
10	'Inspiring'	23	xF7cHmyEJ-c
8	'Informative'	24	xF7cHmyEJ-c
24	'Persuasive'	16	xF7cHmyEJ-c
3	'Courageous'	59	NA
7	'Funny'	128	NA
22	'Fascinating'	66	NA
8	'Informative'	27	NA
25	'OK'	58	NA
26	'Obnoxious'	52	NA
11	'Longwinded'	59	NA
9	'Ingenious'	65	NA
21	'Unconvincing'	49	NA
23	'Jaw-dropping'	21	NA
1	'Beautiful'	13	NA
2	'Confusing'	26	NA
10	'Inspiring'	15	NA
24	'Persuasive'	9	NA
3	'Courageous'	134	1NiB2ZAS-tk
24	'Persuasive'	109	1NiB2ZAS-tk
10	'Inspiring'	267	1NiB2ZAS-tk
22	'Fascinating'	44	1NiB2ZAS-tk
7	'Funny'	37	1NiB2ZAS-tk
8	'Informative'	105	1NiB2ZAS-tk
1	'Beautiful'	45	1NiB2ZAS-tk
25	'OK'	61	1NiB2ZAS-tk
9	'Ingenious'	23	1NiB2ZAS-tk
21	'Unconvincing'	11	1NiB2ZAS-tk
2	'Confusing'	11	1NiB2ZAS-tk
11	'Longwinded'	18	1NiB2ZAS-tk
23	'Jaw-dropping'	20	1NiB2ZAS-tk
26	'Obnoxious'	10	1NiB2ZAS-tk
21	'Unconvincing'	157	NA
25	'OK'	88	NA
8	'Informative'	162	NA
22	'Fascinating'	76	NA
3	'Courageous'	61	NA
24	'Persuasive'	123	NA
11	'Longwinded'	42	NA
26	'Obnoxious'	40	NA
2	'Confusing'	57	NA
23	'Jaw-dropping'	28	NA
9	'Ingenious'	136	NA
10	'Inspiring'	114	NA
